item	itemLabel
Q2114715	George Woodward Greene
Q2114720	Orlando B. Potter
Q2114821	Charles St. John
Q2114836	William S. Kenyon
Q2114867	William Fiero Russell
Q2114871	Josiah Sutherland
Q2114875	Rufus H. King
Q2114922	Benjamin A. Willis
Q2115292	John F. Collin
Q2115303	John B. Steele
Q2115355	Nicholas B. Doe
Q2115374	Archibald L. Linn
Q2115435	Anson Brown
Q2115451	Theodoric R. Westbrook
Q211808	George Taylor
Q211810	James Humphrey
Q211874	Moses Fowler Odel
Q211890	Benjamin Wood
Q211901	Edward Curtis
Q211910	James S. T. Stranahan
Q2119865	Truman A. Merriman
Q2119877	John Quinn
Q2119983	John Archer
Q2119992	Upton Sheredine
Q2120003	William Matthews
Q2120012	Gabriel Christie
Q2120286	John Barney
Q2121169	Samuel Gordon
Q212230	Willis A. Gorman
Q212276	Samuel R. Peters
Q212349	James Buffington
Q212359	Bradbury Cilley
Q21257859	Andrew Garbarino
Q2129571	Ralph E. Updike
Q2129585	Ralph Emerson Bailey
Q2129592	Ralph F. Beermann
Q2129647	Ralph Hill
Q2129651	Ralph Horr
Q2129660	Ralph James Scott
Q2129674	Ralph Julian Rivers
Q2129744	Ralph Plumb
Q2129756	Ralph R. Harding
Q2129817	Ralph Waldo Emerson Gilbert
Q2130608	Randall S. Harmon
Q2130610	Randall L. Gibson
Q2130719	Randolph Perkins
Q2130783	Randy Forbes
Q2130820	Randy Tate
Q2131167	Ranulf Compton
Q2133941	Ray P. Chase
Q2133994	Ray Thornton
Q2134062	Raymond Bartlett Stevens
Q2134135	Raymond Francis Lederer
Q2134176	Raymond Joseph Cannon
Q2134248	Raymond Smiley Springer
Q213960	Lorenzo Brentano
Q2139894	Reid Ribble
Q214487	William Heilman
Q214505	Charles Lieb
Q214639	Andrew Kiefer
Q2146529	Reuben Davis
Q2146738	Reva Beck Bosone
Q214715	Gustav Küstermann
Q214760	Julius Houseman
Q214817	Gustavus Sessinghaus
Q214845	Gustav Schleicher
Q214857	Gustavus A. Finkelnburg
Q214858	Edward Breitung
Q2148809	Rice Alexander Pierce
Q2148815	Rice Garland
Q2148853	Rich Nugent
Q2148860	Rich T. Buckler
Q2148976	Richard Alvin Tonry
Q2148996	Richard Aylett Buckner
Q2149011	Richard Bowditch Wigglesworth
Q2149095	Richard Bland Lee
Q2149145	Richard Brodhead I
Q2149223	Richard Cheatham
Q2149238	Richard Clauselle Puryear
Q2149242	Richard Clough Anderson, Jr.
Q2149261	Richard Cunningham McCormick
Q2149437	Richard F. Harless
Q2149547	Richard G. Shoup
Q2149610	Richard Graham Frost
Q2149663	Richard Fulton
Q2149666	Richard H. Cain
Q2149673	Richard H. Stanton
Q2149678	Richard H. Stallings
Q2149830	Richard Howard Ichord, Jr.
Q2149870	Richard Irvine Manning I
Q2149883	Richard Jackson
Q2150037	Richard L. Roudebush
Q2150133	Richard M. Duncan
Q2150142	Richard M. Kleberg
Q2150206	Richard Menefee
Q2150207	Richard Merrill Atkinson
Q2150237	Richard Mott
Q2150262	Richard N. Elliott
Q2150330	Richard P. Freeman
Q2150495	Richard S. Ayer
Q2150639	Richard Stanford
Q2150724	Richard T. Hanna
Q2150755	Richard Thomas Walker Duke
Q2150818	Richard W. Austin
Q2150824	Richard W. Blue
Q2150827	Richard W. Habersham
Q2150835	Richard W. Mallary
Q2150925	Richard Williams
Q2150938	Richard Winn
Q2151074	Richardson A. Scurry
Q2151216	Richmond Pearson
Q2151219	Richmond Pearson Hobson
Q2151547	Rick Boucher
Q2151554	Rick Crawford
Q2151594	Rick Nolan
Q215212	Frederick G. Niedringhaus
Q215216	Julius Kahn
Q2152423	Major Owens
Q215400	Richard W. Guenther
Q2154656	Risden Tyler Bennett
Q215576	Richard Bartholdt
Q2156128	Rob Woodall
Q2156355	Robert Allen
Q2156378	Robert Anthony Hatcher
Q2156399	Robert B. Hawley
Q2156408	Robert B. Vance
Q2156471	Robert Barnwell
Q2156654	Robert Burns
Q2156699	Robert C. Eckhardt
Q2156705	Robert C. De Large
Q2156715	Robert Charles Wickliffe
Q2156783	Robert Craig
Q2156836	Robert Dale Owen
Q2156912	Bob Dold
Q2156940	Robert E. Evans
Q2156978	Robert E. Lee Allen
Q2157009	Robert Emmett Bledsoe Baylor
Q2157061	Robert Fay Rockwell
Q2157154	Robert Franklin Armfield
Q2157175	Robert Ellsworth
Q2157192	Robert G. Bremner
Q2157198	Robert G. Cousins
Q2157201	Robert G. Houston
Q2157208	Robert G. Simmons
Q2157211	Robert G. Southall
Q2157231	Robert Gammage
Q2157318	Robert Goodenow
Q2157422	Robert H. Hatton
Q2157428	Robert H. Steele
Q2157455	Robert Hamilton
Q2157642	Robert Hurt
Q2157679	Robert J. Huber
Q2157681	Robert J. McIntosh
Q2157684	Robert J. Bulkley
Q2157712	Robert John Cornell
Q2157813	Robert Kastenmeier
Q2157817	Robert Kean
Q2157848	Robert Kirkland Henry
Q2157950	Robert L. Caruthers
Q2158001	Robert Lee Henry
Q2158084	Robert Lowry
Q2158101	Robert Luce
Q2158120	Robert Lynn Hogg
Q2158140	Robert M. Leach
Q2158147	Robert M. McCracken
Q2158169	Robert Mallory
Q2158173	Robert Malone Bugg
Q2158300	Robert J. Mrazek
Q2158335	Robert N. Bodine
Q2158354	Robert Neill
Q2158435	Robert P. Hill
Q2158457	Robert Patterson Clark Wilson
Q2158506	Robert Pleasant Trippe
Q2158536	Robert Pryor Henry
Q2158544	Robert Quincy Lee
Q2158548	Robert R. Casey
Q2158555	Robert Ramspeck
Q2158571	Robert Rantoul, Jr.
Q2158607	Robert Rhett
Q2158618	Robert Ridgway
Q2158678	Robert Rutherford
Q2158684	Robert S. Hall
Q2158685	Robert S. Garnett
Q2158945	Robert T. Davis
Q2158950	Robert T. Van Horn
Q2158962	Robert Taylor Thorp
Q2158983	Robert T. Ashmore
Q2158993	Robert Tiernan
Q2159000	Robert Todd Lytle
Q2159017	Robert Treat Paine
Q2159029	Robert Turnbull
Q2159075	Robert Vernon Denney
Q2159128	Robert Walker Tayler
Q2159151	Robert Ward Johnson
Q2159154	Robert Weakley
Q2159188	Robert Weygand
Q2159230	Robert Witherspoon
Q2159240	Robert Wyche Davis
Q2159247	Robert Y. Thomas, Jr.
Q2159790	Robin Hayes
Q2159908	Robin Tallon
Q2161518	James A. O'Leary
Q2161525	John De Witt Warner
Q2161601	Roger Atkinson Pryor
Q2161643	Roger C. Slaughter
Q2161690	Charles V. Fornes
Q216175	John Hans Krebs
Q2161774	Roger Lawson Gamble
Q2161933	Roger Vose
Q2162130	Frank J. Brasco
Q2162136	Ellsworth Brewer Buck
Q2162175	Anning Smith Prall
Q2164004	Rolland W. Redlin
Q2164172	Rollin Carolas Mallary
Q2164175	Rollin R. Rees
Q2164620	Roman Hruska
Q2164923	Romano L. Mazzoli
Q2165095	Romeo H. Freer
Q2165336	Romulus Mitchell Saunders
Q2165350	Romulus Zachariah Linney
Q2165407	Ron Barber
Q216547	Sam Houston
Q2165476	Ron Marlenee
Q2165504	Ron Packard
Q2165564	Ronald A. Sarasin
Q2165572	Ronald 'Bo' Ginn
Q2165678	Ronald M. Mottl
Q2165689	Ronald Machtley
Q2166034	Ronnie Shows
Q21662745	Nanette Barragán
Q2166336	Rorer A. James
Q216750	Leopold Morse
Q2167572	Ross A. Collins
Q2167620	Ross Rizley
Q2167922	Roswell P. Bishop
Q2169315	Rousseau Owen Crump
Q2170685	Rowland Louis Johnston
Q2170759	Roy A. Taylor
Q2170824	Roy H. McVicker
Q2170826	Roy H. Thorpe
Q2170872	Roy Orchard Woodruff
Q2170925	Roy Wier
Q2174444	Rudolph Kleberg
Q2174770	Rufus Choate
Q2174776	Rufus Hardy
Q2174781	Rufus K. Goodenow
Q2174793	Rufus McIntire
Q2174799	Rufus S. Frost
Q2176930	Russell J. Waters
Q2176965	Russell Vernon Mack
Q2177707	Ruth Hanna McCormick
Q218217	Zoe Lofgren
Q2183101	Nathan Wilson
Q2183127	Stevenson Archer
Q2183134	Jeremiah Cosden
Q2183141	Levin Gale
Q2183152	George Edward Mitchell
Q2183159	John Montgomery
Q218544	Jackie Speier
Q218623	Samuel L. Mitchill
Q219428	Benjamin Estil
Q219432	Demas Barnes
Q219435	Charles Clement Johnston
Q219436	Martin Kalbfleisch
Q219449	George Dent
Q219450	Philip Key
Q219486	John Godfrey Schumaker
Q219494	James R. Grover
Q219497	Joseph Draper
Q219505	Michael J. Stone
Q219797	Elbridge Gerry
Q22096097	Guy Reschenthaler
Q2214730	Salma Hale
Q2216405	Sam C. Massingale
Q2216420	Sam Coppersmith
Q2216496	Samuel Francis Hobbs
Q2216550	Sam M. Russell
Q2216645	Sam Steiger
Q2217649	Sampson H. Butler
Q2217873	Samuel A. Dobbins
Q2217906	Samuel Andrew Witherspoon
Q2217932	Samuel Arnold
Q2217937	Samuel Atkins Eliot
Q2217958	Samuel B. Sherwood
Q2217982	Samuel Beakes
Q2218046	Samuel Butman
Q2218051	Samuel Byrns
Q2218055	Samuel C. Major
Q2218058	Samuel C. Sample
Q2218073	Samuel Caruthers
Q2218083	Samuel Clark
Q2218091	Samuel Clesson Allen
Q2218116	Samuel D. Burchard
Q2218126	Samuel D. Purviance
Q2218129	Samuel Dana
Q2218150	Samuel Dibble
Q2218156	Samuel Dinsmoor
Q2218172	Samuel E. Hogg
Q2218177	Samuel Earle
Q2218180	Samuel Eddy
Q2218221	Samuel F. Gove
Q2218231	Samuel Farrow
Q2218239	Samuel Fenton Cary
Q2218248	Samuel Fowler
Q2218253	Samuel Fowler
Q2218298	Samuel G. Wright
Q2218312	Samuel Goode
Q2218316	Samuel Gordon Daily
Q2218339	Samuel H. Walley
Q2218344	Samuel H. Woodson
Q2218348	Samuel Hammond
Q2218405	Samuel J. Barrows
Q2218411	Samuel Ingham
Q2218413	Samuel J. Nicholls
Q2218447	Samuel J. Gholson
Q2218452	Samuel Joelah Tribble
Q2218458	Samuel Johnson Pugh
Q2218503	Samuel Knox
Q2218524	Samuel L. Casey
Q2218532	Samuel L. Warner
Q2218571	Samuel Lilly
Q2218595	Samuel Lyman
Q2218598	Samuel M. Brinson
Q2218601	Samuel M. Clark
Q2218603	Samuel M. Stephenson
Q2218628	Samuel Maclay
Q2218630	Samuel Maxwell
Q2218633	Samuel Mayall
Q2218634	Samuel Mayes Arnell
Q2218654	Samuel McClary Fite
Q2218660	Samuel McKee
Q2218711	Samuel P. Benson
Q2218746	Samuel Peyton
Q2218836	Samuel S. Conner
Q2218866	Samuel Smith
Q2218867	Samuel Snider
Q2218882	Samuel T. Baird
Q2218893	Samuel Tenney
Q2218908	Samuel Tredwell Sawyer
Q2218930	Samuel W. Peel
Q2218935	Samuel W. Trotti
Q2218970	Samuel William Smith
Q2218974	Samuel Williams Inge
Q2218989	Samuel Wright Mardis
Q221926	John G. Palfrey
Q22201	Jim DeMint
Q222118	James Paul Johnson
Q22212	Lindsey Graham
Q2221589	Sanford Kirkpatrick
Q22222	Kirsten Gillibrand
Q22250	Maria Cantwell
Q222512	George W. Cromer
Q222888	John R. McBride
Q22290	Olympia Snowe
Q222942	Charles Memorial Hamilton
Q223545	Daniel D. Tompkins
Q224500	John Hutchins
Q224631	Ormsby B. Thomas
Q224848	Adam Boyd
Q225580	Samuel S. Arentz
Q225943	Albert R. Anderson
Q225991	William P. Taylor
Q2260839	Scott DesJarlais
Q2260923	Scott L. Klug
Q2260927	Scott Leavitt
Q2261433	Scotty Baesler
Q2261935	Seaborn Reese
Q2262244	Sean Patrick Maloney
Q2262312	Seargent Smith Prentiss
Q2268797	Selwyn Z. Bowman
Q2271277	Arunah Metcalf
Q2271292	Ezra C. Gross
Q2271304	Joseph Bouck
Q2271338	Elisha I. Winter
Q2271915	David Abel Russell
Q2271928	George William Palmer
Q2271939	William Dietz
Q2271969	Zebulon R. Shipherd
Q2271981	Asa Adgate
Q2272058	John Palmer
Q2272102	Peter I. Borst
Q2272121	John Savage
Q2274572	John Bozman Kerr
Q2274724	Seth C. Moffatt
Q2274757	Seth Hastings
Q2275395	Sewall S. Farwell
Q2277720	Thomas C. Ripley
Q2277729	Bernard Blair
Q2277813	Edward Henry Carroll Long
Q2277823	William Cost Johnson
Q2277834	Thomas Ara Spence
Q2277934	Shelley Sekula-Gibbs
Q2278000	Shelton Leake
Q2278133	Shepard Cary
Q2278173	Shepherd Leffler
Q2278398	Sherman Hoar
Q2278430	Sherrard Clemens
Q2278506	David L. Seymour
Q2278523	Joseph Stewart Cottman
Q2278603	Richard P. Herrick
Q2279408	Shirley Neil Pettis
Q2281638	Sid Morrison
Q2281890	Sidney C. Roach
Q2281900	Sidney Dean
Q2285669	Silas L. Niblack
Q2285671	Silas Lee
Q2286846	Silvio O. Conte
Q2287078	Simeon K. Wolfe
Q2287657	Simon Larned
Q2287686	Simon M. Hamlin
Q2289756	Sion Hart Rogers
Q229141	Geraldine Ferraro
Q2295365	Smith McPherson
Q2295369	Smith Miller
Q2296146	Snyder S. Kirkpatrick
Q2299197	Solomon Comstock
Q2299229	Solomon L. Hoge
Q2302283	Gillespie V. Montgomery
Q23074266	Greg Murphy
Q2308536	Speedy Long
Q2308985	Spencer Darwin Pettis
Q2309011	Spencer Oliver Fisher
Q232407	Jeannette Rankin
Q2330729	Stanford Parris
Q2331671	Stanley E. Bowdle
Q2331739	Stanley L. Greigg
Q2331943	Stanton Warburton
Q2332979	Starling Tucker
Q2339968	Eppa Hunton
Q2341317	John Randolph of Roanoke
Q2344492	Stephen A. Hurlbut
Q2344550	Stephen Baker
Q2344581	Stephen Bullock
Q2344588	Stephen C. Phillips
Q2344611	Stephen Clark Foster
Q2344613	Stephen Coburn
Q2344713	Stephen Fincher
Q2344886	Stephen L. Neal
Q2344905	Stephen Lindsey
Q2344921	Stephen F. Lynch
Q2344924	Stephen M. Sparkman
Q2345017	Stephen Ormsby
Q2345567	Sterling P. Strong
Q2346930	Steve Driehaus
Q2347302	Steve Southerland
Q2347573	Steve Gunderson
Q23505	George H. W. Bush
Q2357123	Strother M. Stockslager
Q2370227	John Peter Van Ness
Q2373610	Sydenham Benoni Alexander
Q2373710	Sydney J. Bowie
Q2373732	Sidney Parham Epes
Q2374065	Sylvester C. Smith
Q2374087	Sylvester Gilbert
Q237560	Barbara Boxer
Q237681	Blanche Lincoln
Q2377091	Isaac Teller
Q23772336	Tom Malinowski
Q2377305	Nathaniel Holmes Odell
Q2377321	Waldo Hutchins
Q2377355	Killian Miller
Q2377417	Joseph J. Little
Q2377434	Michael F. Conry
Q2377480	Charles Lewis Beale
Q2377496	Abraham Dowdney
Q2377510	Francis E. Dorn
Q2378576	Gideon Reynolds
Q2378592	Homer Augustus Nelson
Q2383249	T. Ashton Thompson
Q2383288	T. Cooper Evans
Q2383350	T. James Tumulty
Q2383360	T. Jeff Busby
Q2383377	T. Millet Hand
Q2383389	T. R. Stockdale
Q2385714	Charles Benedict Calvert
Q2385742	Augustus Rhodes Sollers
Q2386079	Thomas Fielder Bowie
Q2386100	William Walsh
Q2386140	George Wurtz Hughes
Q238626	Horatio Bisbee, Jr.
Q238733	Charles Stenholm
Q238830	James C. C. Black
Q239149	John Houston Savage
Q2393711	Tappan Wentworth
Q239380	Thomas Spight
Q23944	Mark Amodei
Q23949	Ezra Dean
Q239657	Shirley Chisholm
Q2397922	Taylor Webster
Q240188	Joseph Roswell Hawley
Q240244	James M. Richardson
Q240274	Christian Herter
Q2403735	Teno Roncalio
Q24043	Alan Nunnelee
Q2405563	Terry Carpenter
Q2408311	Thaddeus C. Pound
Q2408338	Thaddeus M. Machrowicz
Q2408354	Thaddeus Wasielewski
Q240965	Edith Nourse Rogers
Q241092	Debbie Stabenow
Q2411107	William Atkinson Jones
Q241491	William Chester Lankford
Q2417092	Theobald Otjen
Q2418643	Theodore G. Croft
Q2418660	Theodore Lyman
Q2418702	Theodore Stark Wilkinson
Q2418719	Theodore W. Hukriede
Q2418845	Theodorus Bailey
Q2419098	Theophilus Bradbury
Q242019	Cynthia McKinney
Q2420190	Theron Moses Rice
Q2420349	Thetus Willrette Sims
Q24217	Addison S. McClure
Q2421884	Thomas A. E. Weadock
Q2421895	Thomas A. Flaherty
Q2421904	Thomas A. Robertson
Q2421919	Thomas A. Tomlinson
Q2421979	Thomas Alberter Chandler
Q2422104	Thomas L. Ashley
Q2422158	Thomas B. Fugate
Q2422171	Thomas B. Evans, Jr.
Q2422175	Thomas Burr Osborne
Q2422180	Thomas B. Ward
Q2422211	Thomas Baldwin Peddie
Q2422229	Thomas Banks Cabaniss
Q2422254	Thomas Bartlett, Jr.
Q2422531	Thomas Blount
Q2422593	Thomas Bowles Shannon
Q2422595	Thomas Bowman
Q2422831	Thomas Butler King
Q2422865	Thomas C. Catchings
Q2422870	Thomas C. Coffin
Q2422886	Thomas C. Hennings, Jr.
Q2422949	Thomas Chandler Thacher
Q2422981	Thomas Chilton
Q24230	Steven Palazzo
Q2423009	Thomas Claiborne
Q2423017	Thomas Claiborne
Q2423069	Thomas Cooper
Q2423293	Thomas D. Eliot
Q2423301	Thomas D. Johnston
Q2423319	Thomas D. Singleton
Q2423372	Thomas Davenport
Q2423380	Thomas Davis
Q2423575	Thomas Ellsworth Martin
Q2423722	Thomas E. Noell
Q2423731	Thomas Evans
Q2423755	Thomas F. Konop
Q2423770	Thomas F. Ford
Q2423775	Thomas Francis Marshall
Q2423887	Thomas Fitch
Q2423921	Thomas Flournoy
Q2423926	Thomas Flournoy Foster
Q2423983	Thomas Frank Marshall
Q2424091	Thomas G. Davidson
Q2424098	Thomas G. Burch
Q2424139	Thomas Gallagher
Q2424261	Thomas Glascock
Q24243	Joe Heck
Q2424334	Thomas Griffin
Q2424433	Thomas H. Averett
Q2424439	Thomas H. B. Browne
Q2424443	Thomas H. Hall
Q2424452	Thomas H. Herndon
Q2424471	Thomas H. Paynter
Q2424473	Thomas H. Tongue
Q2424476	Thomas H. Werdel
Q2424491	Thomas Hackney
Q2424524	Thomas Hardeman, Jr.
Q2424619	Thomas Hedge
Q2424685	Thomas Henry Ball
Q2424696	Thomas H. Carter
Q2424745	Thomas Hinds
Q2424940	Thomas J. Bliley, Jr.
Q2424945	Thomas J. Cason
Q2424952	Thomas J. Clunie
Q2424969	Thomas Joseph Lane
Q2424988	Thomas J. Scully
Q2424992	Thomas J. Speer
Q24250	Frank Guinta
Q2425006	Thomas J. Steele
Q2425009	Thomas J. Strait
Q2425056	Thomas Jefferson Campbell
Q2425062	Thomas Jefferson Halsey
Q2425065	Thomas Jefferson Hudson
Q2425068	Thomas Jefferson Majors
Q2425087	Thomas Jefferson Wood
Q2425253	Thomas K. Harris
Q2425419	Thomas Kinsella
Q2425654	Thomas L. Blanton
Q2425656	Thomas L. Glenn
Q2425661	Thomas L. Moore
Q2425668	Thomas L. Reilly
Q2425727	Thomas Larkin Thompson
Q2425759	Thomas Laurens Jones
Q2425780	Thomas Lee
Q2425864	Thomas Lowndes
Q2425909	Thomas Lynch
Q2425943	Thomas M. Davis
Q2425947	Thomas M. Ferrell
Q2425951	Thomas M. Browne
Q2425984	Thomas M. Patterson
Q2426031	Thomas Massie
Q2426053	Thomas McEwan, Jr.
Q2426163	Thomas Montgomery
Q2426167	Thomas Montgomery Bell
Q2426193	Thomas Morris
Q2426247	Thomas N. Stilwell
Q2426299	Thomas Newbold
Q2426306	Thomas Newton, Jr.
Q2426415	Thomas O'Malley
Q2426418	Thomas P. Ochiltree
Q2426452	Thomas Patrick Moore
Q2426465	Thomas Pelly
Q2426583	Thomas Gill
Q2426608	Thomas R. Ball
Q2426624	Thomas R. Cobb
Q2426635	Thomas R. Mitchell
Q2426640	Thomas R. Hudd
Q2426647	Thomas R. Underwood
Q2426794	Thomas Rice
Q2426872	Thomas Robinson
Q2426904	Thomas Rolph
Q2426966	Thomas Hart Ruffin
Q2426990	Thomas Ryan
Q2426994	Thomas Ryum Amlie
Q2427011	Thomas S. McMillan
Q2427018	Thomas S. Plowman
Q2427027	Thomas Samuel Ashe
Q2427032	Thomas Sandford
Q2427264	Thomas Settle
Q2427322	Thomas Sinnickson
Q2427348	Thomas Smith
Q2427376	Thomas Spalding
Q2427570	Thomas T. Whittlesey
Q2427593	Thomas Terry Davis
Q2427741	Thomas Tredwell
Q2427815	Thomas Updegraff
Q2427837	Thomas Van Swearingen
Q2427932	Thomas W. Cobb
Q2427942	Thomas Woodnutt Miller
Q2427976	Thomas ward Thompson
Q2428027	Thomas Ward
Q2428179	Thomas William Sadler
Q2428183	Thomas Williams
Q2428203	Thomas Willoughby Newton
Q2428210	Thomas Wilson
Q2428214	Thomas Wilson
Q2428216	Thomas Wilson
Q2428231	Thomas Wingfield Grimes
Q2428309	Thomas Y. Fitzpatrick
Q2428699	Thomson J. Skinner
Q2428834	Thor Carl Tollefson
Q2429723	Thruston Ballard Morton
Q24313	Mike Pence
Q2433293	Tilghman Howard
Q2433600	Tilman Bacon Parks
Q2434073	Tim Huelskamp
Q2434127	Tim Lee Carter
Q2434181	Timothy F. Murphy
Q2434234	Tim Penny
Q2434337	Tim Valentine
Q2434360	Tim Walz
Q2435178	Timothy Fuller
Q2435192	Timothy Guy Phelps
Q2435200	Timothy Griffin
Q2435222	Timothy J. Roemer
Q2435293	Timothy Pitkin
Q2435923	Tinsley W. Rucker, Jr.
Q2438226	Toby Moffett
Q2438227	Toby Morris
Q24389	Edward Douglass White
Q2439459	Tom A. Yon
Q2439506	Thomas Barlow
Q2439527	Tom Bevill
Q2439736	Thomas Jefferson Murray
Q2439827	Tom Loeffler
Q2439864	Tom Marino
Q2439945	Tom Osborne
Q2439962	Thomas Augustus Pickett
Q2440035	Tom Reed
Q2440125	Tom Steed
Q2440145	Tom Stout
Q2442506	Tony Coelho
Q2442580	Tony P. Hall
Q24435337	Abby Finkenauer
Q2443745	Torbert Macdonald
Q24458117	Warren Davidson
Q244631	Leon Panetta
Q2454166	Tristam Burges
Q245724	Ted Deutch
Q2460161	Tunstall Quarles
Q246049	Frank Lucas
Q2463326	Tyre York
Q247243	K. Gunn McKay
Q2473759	Louis Thomas McFadden
Q247390	William Erigena Robinson
Q247397	William D. Veeder
Q247404	Gregory McMahon
Q247625	Pleasant Moorman Miller
Q2477962	U. S. Guyer
Q2477969	Ulysses S. Stone
Q247864	David A. Boody
Q247873	William Bernard Barry
Q247881	Daniel O'Reilly
Q247889	Felix Campbell
Q247898	John Hyatt Smith
Q247930	Teunis Garret Bergen
Q2483446	William Noble Andrews
Q2484581	Albert G. Jenkins
Q2485081	William H. Bates
Q248630	George Darden
Q249120	Laurence J. Burton
Q249361	James V. Hansen
Q24951316	Jahana Hayes
Q2500707	Uri Tracy
Q2500747	Uriel Holmes
Q2500749	Uriel Sebree Hall
Q250095	James A. Lockhart
Q2502543	Usher L. Burdick
Q250272	William Creighton
Q250297	John J. Kindred
Q250329	Clement Dorsey
Q250337	John Campbell
Q250486	Alfred C. Chapin
Q250491	C. Pope Caldwell
Q250499	Denis M. Hurley
Q2505234	V. Lamar Gudger
Q250529	John Michael Clancy
Q2506411	Alexander Boyd
Q2506426	John M. Bowers
Q2506431	Harmanus Peek
Q2506478	John B. Yates
Q2506532	John Gebhard
Q2506689	Thomas Lawyer
Q250670	Philip Stuart
Q250676	Raphael Neale
Q250682	Littleton Purnell Dennis
Q250688	Daniel Jenifer
Q2507394	Isaac Williams
Q2514142	John McDonald
Q2514201	Augustus C. Hand
Q2514208	Dudley Farlin
Q2514280	Bradford R. Wood
Q2514343	Reuben Whallon
Q2514354	Samuel Chase
Q2514448	Milton Urner
Q2514455	David John Lewis
Q2514458	Frederick Nicholas Zihlman
Q251598	Eugene F. Kinkead
Q2516950	Walter R. Tucker III
Q251718	Heman Allen
Q2517229	Vern Buchanan
Q251763	Dean Heller
Q251886	James T. Johnston
Q2522166	Victor A. Knox
Q2522249	Victor Christgau
Q2522387	Victor H. Fazio
Q2522390	Victor Heintz
Q2522486	Victor Murdock
Q2522627	Victor Wickersham
Q252399	James Clifton Wilson
Q252449	Theodore Elijah Burton
Q2526498	Vincent A. Taylor
Q2526534	Vincent Boreing
Q2526551	Vincent Carter
Q2526580	Vincent F. Harrington
Q2526620	Vincent J. Dellay
Q2527666	Virgil D. Parris
Q2527669	Virgil Munday Chapman
Q2527768	Virginia E. Jenckes
Q252932	Bailey Bartlett
Q253098	Raymond P. Kogovsek
Q253216	Rick Berg
Q253281	John Jennings, Jr.
Q2532829	Volney Howard
Q2536627	W. Arthur Winstead
Q2536632	W. Aubrey Thomas
Q2536717	W. Jasper Blackburn
Q2536724	William Kingsland Macy
Q2536789	W. Wirt Courtney
Q2538676	Waddy Thompson, Jr.
Q2541984	Will Rogers, Jr.
Q2542040	William Kettner
Q2542900	William Campbell Preston Breckinridge
Q2543308	Walter Franklin Horan
Q2543702	Walter Booth
Q2543863	Walter Christian Ploeser
Q2543888	Walter Chandler
Q2543908	Walter Coles
Q2544053	Walter E. Johnston, III
Q2544070	Walter E. Rogers
Q2544154	Walter Evans
Q2544164	Walter F. Pool
Q2544441	Alfred Lee Bulwinkle
Q2544624	Walter Halben Butler
Q2544643	Walter Hampden Overton
Q2544863	Walter I. Hayes
Q2544866	Walter I. McCoy
Q2544882	Walter I. Smith
Q254490	William Louis Dickinson
Q2544969	Walter Jones
Q2545025	Walter Kehoe
Q2545033	Walter Leak Steele
Q2545200	Wilmer Mizell
Q2545377	Walter Lewis McVey, Jr.
Q2545396	Alexander Mebane
Q2545459	Walter M. Denny
Q2545628	Walter Newton
Q2545675	Albin Walter Norblad Jr.
Q2545679	Walter O. Hoffecker
Q2546048	Walter Sooy Jeffries
Q2546135	William Levi Dawson
Q2546670	Walter W. Bankhead
Q25483	Todd Young
Q254915	Marion E. Rhodes
Q2549479	Warner Miller
Q2549641	Warren A. Haggott
Q2549697	Warren F. Daniell
Q2549740	Warren Miller
Q2549773	Warren R. Davis
Q2549811	Warren Winslow
Q2550409	Washington Barrow
Q2550444	Washington F. Willcox
Q255111	Peter Early Love
Q255131	John Kincaid
Q255146	Archibald McBryde
Q2552662	Watkins Moorman Abbitt
Q2553048	Wayne Dowdy
Q2553106	Wayne Owens
Q25568	Lou Barletta
Q255721	Burton L. French
Q2559024	Wendell Bailey
Q2559033	Wendell Howes Meade
Q255947	William J. Browning
Q256063	George Washington Emery Dorsey
Q256130	Mike Arcuri
Q2563711	Wes Cooley
Q2563736	Wes Watkins
Q2563963	Wesley Abner D'Ewart
Q2563972	Wesley Lloyd
Q2563987	Wesley Livsey Jones
Q256517	Rubén Hinojosa
Q2567165	Whitmell P. Martin
Q256945	John Albert Carroll
Q2570166	Wilbur Daigh Mills
Q2570175	Wilbur L. Adams
Q2570202	Wilburn Cartwright
Q257057	George Ernest Foulkes
Q2570996	Wiley P. Harris
Q2571002	Wiley Thompson
Q2571029	Ashbel P. Fitch
Q257237	Mary Fallin
Q2576538	Will Rogers
Q2576584	Willa L. Fulmer
Q2576613	Willard Hall
Q2577215	William Lehman
Q2577330	William A. Steiger
Q2577463	William Harrell Felton
Q2577679	William A. B. Branch
Q2577686	William A. Cullop
Q2577701	William A. Ekwall
Q2577708	William A. Lake
Q2577735	William A. Phillips
Q2577737	William Almy Pirce
Q2577745	William A. Reeder
Q2577750	William A. Russell
Q2577773	William Adam Piper
Q2577806	William Albin Young
Q2577812	William Alexander Smith
Q2577860	William Anderson Handley
Q2577868	William Anderson
Q2577873	William Appleton
Q2577898	William Augustus Ayres
Q2577903	William Augustus Hall
Q2577917	William B. Bowling
Q2577919	William B. Cravens
Q2577927	William B. Rochester
Q2577933	William B. Spencer
Q2577936	William B. Small
Q2577938	William B. Widnall
Q2577941	William Bacon Oliver
Q2577950	William Bailey Lamar
Q2577957	William Baker
Q2577976	William Barry Grove
Q2577989	William Baylies
Q2578044	William Biddle Shepard
